sample_id,label,original_label,split,local_path,source_dataset,repository_url,dataset_card_url,source_revision,source_repo_file,source_url,original_id,source_group,group_strategy,split_method,declared_license,license_scope,license_evidence_url,is_synthetic,synthetic_basis,generator,source_file_sha256,raw_image_sha256,local_sha256,perceptual_dhash,mime,width,height,text_metadata,selection_seed,builder_version,label_audit_status
safe-e1c350c33e88a97c,safe,Home,train,data/capstone_dataset/train/safe/safe-e1c350c33e88a97c.jpg,EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/tree/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,data/train-00000-of-00001.parquet#row=58,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/resolve/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/data/train-00000-of-00001.parquet,58,adautogen-product::lumen-plant-pot,exact product_name; repeated product campaigns stay together,deterministic_source_group_partition,MIT,repository README statement; generated images have no per-row license field,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/blob/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/README.md#license,true,Dataset README states images were generated with Stable Diffusion v1.5,Stable Diffusion v1.5 (declared by source README),94eb1dad55a1d4e734529eaa7d96c7be8db31fdc8d7c030946a6ddc84b28accd,e1c350c33e88a97c75c8b485cfccd1c0d05d74d1f00d3bcd57e9dc2872c5a094,7a630fab3e1dd17d86897abd705b1e88d5aed5cba2fcd034cbb676af368834e9,0f07094e4e4f0d1f,image/jpeg,512,512,"{""category"": ""Home"", ""product_name"": ""Lumen Plant Pot"", ""tagline"": ""\""Bring the magic of nature into your home with our Lumen plant pot - the ultimat"", ""target_audience"": ""busy parents"", ""text_source_model"": ""qwen-1.8b""}",462,1.0.0,source-derived label; no independent expert image audit
safe-e310f97ee1816e8b,safe,Tech,train,data/capstone_dataset/train/safe/safe-e310f97ee1816e8b.jpg,EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/tree/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,data/train-00000-of-00001.parquet#row=43,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/resolve/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/data/train-00000-of-00001.parquet,43,adautogen-product::bloom-smart-watch,exact product_name; repeated product campaigns stay together,deterministic_source_group_partition,MIT,repository README statement; generated images have no per-row license field,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/blob/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/README.md#license,true,Dataset README states images were generated with Stable Diffusion v1.5,Stable Diffusion v1.5 (declared by source README),94eb1dad55a1d4e734529eaa7d96c7be8db31fdc8d7c030946a6ddc84b28accd,e310f97ee1816e8bc6fcce049da050cc31f0a0084c7a371e3d9081aef03ff272,c4dd7e13810db60a8effde01115ffc31cf467cb263ff866fbc248a9bc3581065,2424173931342525,image/jpeg,512,512,"{""category"": ""Tech"", ""product_name"": ""Bloom Smart Watch"", ""tagline"": ""\""Step Up Your Fitness Game with Bloom's Smart Watch - Long-lasting Technology fo"", ""target_audience"": ""fitness lovers"", ""text_source_model"": ""qwen-1.8b""}",462,1.0.0,source-derived label; no independent expert image audit
safe-e867f38cc3822c9f,safe,Beauty,train,data/capstone_dataset/train/safe/safe-e867f38cc3822c9f.jpg,EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/tree/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,data/train-00000-of-00001.parquet#row=104,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/resolve/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/data/train-00000-of-00001.parquet,104,adautogen-product::pulse-face-cream-jar,exact product_name; repeated product campaigns stay together,deterministic_source_group_partition,MIT,repository README statement; generated images have no per-row license field,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/blob/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/README.md#license,true,Dataset README states images were generated with Stable Diffusion v1.5,Stable Diffusion v1.5 (declared by source README),94eb1dad55a1d4e734529eaa7d96c7be8db31fdc8d7c030946a6ddc84b28accd,e867f38cc3822c9f3f30d71c193b1c595d1457c3ebd86e6c7a7e79ec3a426aba,029dddf35b9f57237b67fcd286bd255d297a972f78185077b83656f6f62c2c72,1f375d597332c71f,image/jpeg,512,512,"{""category"": ""Beauty"", ""product_name"": ""Pulse Face Cream Jar"", ""tagline"": ""Eco-Friendly. Built for remote workers."", ""target_audience"": ""remote workers"", ""text_source_model"": ""tinyllama""}",462,1.0.0,source-derived label; no independent expert image audit
safe-ec95ebe1a3e1953e,safe,Food,train,data/capstone_dataset/train/safe/safe-ec95ebe1a3e1953e.jpg,EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/tree/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,data/train-00000-of-00001.parquet#row=117,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/resolve/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/data/train-00000-of-00001.parquet,117,adautogen-product::pulse-granola-snack,exact product_name; repeated product campaigns stay together,deterministic_source_group_partition,MIT,repository README statement; generated images have no per-row license field,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/blob/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/README.md#license,true,Dataset README states images were generated with Stable Diffusion v1.5,Stable Diffusion v1.5 (declared by source README),94eb1dad55a1d4e734529eaa7d96c7be8db31fdc8d7c030946a6ddc84b28accd,ec95ebe1a3e1953e23c2170d583c4e30db47e6fe83c46f248e6c03e12d584192,4eca1df8cde64baaf95a94c13c537eca72b40419e26665c107eb93bfd39f5670,f47cc6d4e46831f9,image/jpeg,512,512,"{""category"": ""Food"", ""product_name"": ""Pulse Granola Snack"", ""tagline"": ""Eco-Friendly. Built for fitness lovers."", ""target_audience"": ""fitness lovers"", ""text_source_model"": ""tinyllama""}",462,1.0.0,source-derived label; no independent expert image audit
safe-f3c4d1f9f220c145,safe,Beauty,train,data/capstone_dataset/train/safe/safe-f3c4d1f9f220c145.jpg,EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/tree/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,fa7a7803265fc97926d7fab694bfc1e05c1fc7b4,data/train-00000-of-00001.parquet#row=46,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/resolve/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/data/train-00000-of-00001.parquet,46,adautogen-product::bloom-sunscreen-tube,exact product_name; repeated product campaigns stay together,deterministic_source_group_partition,MIT,repository README statement; generated images have no per-row license field,https://huggingface.co/datasets/EthanGabis/ADautoGen-DS/blob/fa7a7803265fc97926d7fab694bfc1e05c1fc7b4/README.md#license,true,Dataset README states images were generated with Stable Diffusion v1.5,Stable Diffusion v1.5 (declared by source README),94eb1dad55a1d4e734529eaa7d96c7be8db31fdc8d7c030946a6ddc84b28accd,f3c4d1f9f220c1450ced98961bc8b8e3bb468aa36c613a2cc743654cbbd76060,e2fc6a475e8f5305e1962f306d1e3008183bdbd2165e1db434294494396077ed,3f3b262606872737,image/jpeg,512,512,"{""category"": ""Beauty"", ""product_name"": ""Bloom Sunscreen Tube"", ""tagline"": ""\""Sunshine in your gym bag - Bloom's eco-friendly sunscreen tube for the fit and "", ""target_audience"": ""fitness lovers"", ""text_source_model"": ""qwen-1.8b""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-04bf82b0bf490b2f,firearms,rifile,train,data/capstone_dataset/train/firearms/firearms-04bf82b0bf490b2f.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,rifile/rifle1101_jpg.rf.b2aa5b7dc15c54f0f9105910d3b16543.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/rifile/rifle1101_jpg.rf.b2aa5b7dc15c54f0f9105910d3b16543.jpg,rifle1101,weapons-set1::rifile::rifle1101,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,04bf82b0bf490b2fb3dcde40bd1c58340721660f82ce9ebb76f7bfe78c1e04bd,04bf82b0bf490b2fb3dcde40bd1c58340721660f82ce9ebb76f7bfe78c1e04bd,24bc73d3ac268a275d107fd10362f0f3b39ef7010329167cebccc1910821de12,67e8d09000204000,image/jpeg,416,416,"{""source_folder"": ""rifile""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-07f819034236b829,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-07f819034236b829.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/pistol906_jpg.rf.6b023398b1e30044335c259cd7c41213.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/pistol906_jpg.rf.6b023398b1e30044335c259cd7c41213.jpg,pistol906,weapons-set1::pistol::pistol906,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,07f819034236b8296a27a61bb232e4af43a10a755777d4e2f4f72ee49b8bc84a,07f819034236b8296a27a61bb232e4af43a10a755777d4e2f4f72ee49b8bc84a,e87f3208616281218860fbca4c00d34273406532327a2b1b1a03e78369b876eb,870676628e8c8e8e,image/jpeg,416,416,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-0b0c5988b94c6658,firearms,rifile,train,data/capstone_dataset/train/firearms/firearms-0b0c5988b94c6658.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,rifile/Shotgun_57.jpeg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/rifile/Shotgun_57.jpeg,shotgun-57,weapons-set1::rifile::shotgun-57,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,0b0c5988b94c665803a8057bb0cfee48e155253054c07df9adef573a481c11b5,0b0c5988b94c665803a8057bb0cfee48e155253054c07df9adef573a481c11b5,460c40787b38062c419e7f9718c05dd37ccd55a253818e9ddc2c16ffed031d2a,2080728c8c421800,image/jpeg,253,111,"{""source_folder"": ""rifile""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-0ec0876d701ac8e3,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-0ec0876d701ac8e3.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1764_jpg.rf.7e4180073819a6c902b532fa479d7e33.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1764_jpg.rf.7e4180073819a6c902b532fa479d7e33.jpg,1764,weapons-set1::pistol::1764,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,0ec0876d701ac8e3936d274be4227feced79d541e57affc0d06bf097bb6cffdc,0ec0876d701ac8e3936d274be4227feced79d541e57affc0d06bf097bb6cffdc,69847b1e15d7e51b7fa5b6d6ee7bbf6057c2e259ea305f81c18e1b429c2bc348,32c9f83cde760616,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-2ba90b92b1d2e1ec,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-2ba90b92b1d2e1ec.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1858_jpg.rf.68c07c0d0fdfb9b410f5a067cf19e95b.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1858_jpg.rf.68c07c0d0fdfb9b410f5a067cf19e95b.jpg,1858,weapons-set1::pistol::1858,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,2ba90b92b1d2e1ecc936a24ebbcb46206700a0e2a55accb11c221da25b5e70cd,2ba90b92b1d2e1ecc936a24ebbcb46206700a0e2a55accb11c221da25b5e70cd,10c7b9fd217c64993720a06115673514aa3ed976fbc7597a86c57f9ca8379444,87cac8c08a8490c0,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-300611d3a6f97742,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-300611d3a6f97742.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1626_jpg.rf.264109a41a1450a7729e6abbec4f5641.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1626_jpg.rf.264109a41a1450a7729e6abbec4f5641.jpg,1626,weapons-set1::pistol::1626,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,300611d3a6f977425c5142680d5ab76ef544c4da8b53b41f4903531092cf8b6a,300611d3a6f977425c5142680d5ab76ef544c4da8b53b41f4903531092cf8b6a,44b14c9914ac4fff86416d118ee79c6256f2eb8df7d946d08ceca1d2259b39ca,cad2c0c0c68890d0,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-332a75449afd5eec,firearms,rifile,train,data/capstone_dataset/train/firearms/firearms-332a75449afd5eec.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,rifile/Shotgun_69.jpeg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/rifile/Shotgun_69.jpeg,shotgun-69,weapons-set1::rifile::shotgun-69,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,332a75449afd5eec17c16a3aa68dba69a448789775e62fe15b85e4135c1b388e,332a75449afd5eec17c16a3aa68dba69a448789775e62fe15b85e4135c1b388e,8148731c4919cfaea98d71cbf1c13f2245d6abdd30cc85b5bc4b24ef86093f91,132e5cb871c28810,image/jpeg,738,768,"{""source_folder"": ""rifile""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-406a1acdaa081876,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-406a1acdaa081876.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1834_jpg.rf.cb2b9f3d758a9098ec2d35dce8ff2b37.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1834_jpg.rf.cb2b9f3d758a9098ec2d35dce8ff2b37.jpg,1834,weapons-set1::pistol::1834,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,406a1acdaa0818763ea3af1510669ad441dceaad774f1ed9e7c7cf6a6a55bb26,406a1acdaa0818763ea3af1510669ad441dceaad774f1ed9e7c7cf6a6a55bb26,c1fa915898b9d9f03f9b8cc7af5779407e164037e1a5c47b033e661fef0c56ee,3089f27ebe360616,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-46677aea10693273,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-46677aea10693273.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1871_jpg.rf.f8955484ac4259edfcf87127e2ca0532.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1871_jpg.rf.f8955484ac4259edfcf87127e2ca0532.jpg,1871,weapons-set1::pistol::1871,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,46677aea1069327377f2f40925b52dc1253bd4b34a892e69054191ae6fa55381,46677aea1069327377f2f40925b52dc1253bd4b34a892e69054191ae6fa55381,bc68d2cf47b0936664f165791879f98caccb44e5f1846565f30083ccc53ea132,19e47c9c5e1a5656,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-48e9d42aed7e6ffb,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-48e9d42aed7e6ffb.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1294_jpg.rf.f586b4e0f0ed9490e4d08bea6f434e38.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1294_jpg.rf.f586b4e0f0ed9490e4d08bea6f434e38.jpg,1294,weapons-set1::pistol::1294,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,48e9d42aed7e6ffb8f2ea08cc680bc579b935721a29e732eb035fc5b56173dad,48e9d42aed7e6ffb8f2ea08cc680bc579b935721a29e732eb035fc5b56173dad,959f65bb61d68b0819d96e8f48ff9e5d61fdc5ff9959ced51329b2e19aea43be,699979f0c4d602c1,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-4ac7af60b77b1a19,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-4ac7af60b77b1a19.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/pistol843_jpg.rf.1f29877d9cc7ed4881ab7f954cc3200a.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/pistol843_jpg.rf.1f29877d9cc7ed4881ab7f954cc3200a.jpg,pistol843,weapons-set1::pistol::pistol843,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,4ac7af60b77b1a19be9bed131e7863bdc71de48510030f8955eb296fb107fb22,4ac7af60b77b1a19be9bed131e7863bdc71de48510030f8955eb296fb107fb22,f4d18812788dd23957dcd2953c6e0e894c5b1610884ae25f1ac632c24e7c951b,94fcfc3cbc061614,image/jpeg,416,416,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-4dbb6a38eed6a40a,firearms,rifile,train,data/capstone_dataset/train/firearms/firearms-4dbb6a38eed6a40a.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,rifile/rifle1175_jpg.rf.07e25ee53a471be627d0350e607d1885.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/rifile/rifle1175_jpg.rf.07e25ee53a471be627d0350e607d1885.jpg,rifle1175,weapons-set1::rifile::rifle1175,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,4dbb6a38eed6a40a0764c6bab4b223d7fef67205c70efbe53e35a6a6d854e774,4dbb6a38eed6a40a0764c6bab4b223d7fef67205c70efbe53e35a6a6d854e774,ae5c1fd4ecd7ea2d480a2f8cb654ed692fa5610bf55caa6a51ad3efbedbcb616,0671f82e21a4b434,image/jpeg,416,416,"{""source_folder"": ""rifile""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-4e4ca6aff50bcefa,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-4e4ca6aff50bcefa.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1465_jpg.rf.c61c490b619f7658e9f1636c16bd953f.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1465_jpg.rf.c61c490b619f7658e9f1636c16bd953f.jpg,1465,weapons-set1::pistol::1465,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,4e4ca6aff50bcefadc8276769166c406c9782bfd1f6431544c9979537068c083,4e4ca6aff50bcefadc8276769166c406c9782bfd1f6431544c9979537068c083,cd0dea29362db12c502252dbe95b8cce9b8ee8e0e2ff3c63ea9708d5398bd1e6,2c94fc3c3c2e1616,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
firearms-608c32498c1e3d23,firearms,pistol,train,data/capstone_dataset/train/firearms/firearms-608c32498c1e3d23.jpg,rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/tree/d4d9dbc8272958820a3f6757e4c48d8987300271,d4d9dbc8272958820a3f6757e4c48d8987300271,pistol/1901_jpg.rf.2650897c2fc4318c807938c934ec9b93.jpg,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/resolve/d4d9dbc8272958820a3f6757e4c48d8987300271/pistol/1901_jpg.rf.2650897c2fc4318c807938c934ec9b93.jpg,1901,weapons-set1::pistol::1901,source class plus pre-Roboflow source basename,deterministic_source_group_partition,OSL-3.0,repository-level card metadata only; per-image provenance and rights are absent,https://huggingface.co/datasets/rajshivanshuu/weapons_set1/blob/d4d9dbc8272958820a3f6757e4c48d8987300271/README.md,false,Repository card does not declare synthesis; false is not an authenticity guarantee,,608c32498c1e3d23f4cc78fe96aa7838f0a7639c8059f1c64d97d2f904476f3f,608c32498c1e3d23f4cc78fe96aa7838f0a7639c8059f1c64d97d2f904476f3f,652010325f67b29333510e2b7864997dea62af36250c8281b8f61589a5c34800,19e47c9c5e1a0227,image/jpeg,640,640,"{""source_folder"": ""pistol""}",462,1.0.0,source-derived label; no independent expert image audit
